Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
1.0,0.8085,0.4528,0.3582,1.0,1.0,1.0,0.0,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0.75,4
1.0,0.1702,0.3774,0.1567,1.0,1.0,1.0,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,0.75,1
1.0,0.1702,0.283,0.3209,1.0,1.0,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,1.0,0.3333,1.0,4
0.0,0.1489,0.7547,0.2164,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.5,0.3333,1.0,1
0.0,0.1277,0.283,0.0821,1.0,0.0,0.5,1.0,0.6667,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1
0.0,0.1489,0.4717,0.194,1.0,1.0,0.5,0.0,0.6667,0.0,0.5,0.0,0.3333,1.0,1.0,0.0,1
1.0,0.1915,0.283,0.097,0.0,1.0,0.5,1.0,0.6667,0.0,0.5,0.0,0.6667,0.5,0.3333,0.75,1
0.0,0.1064,0.566,0.2761,1.0,1.0,1.0,0.6667,0.3333,0.0,0.5,1.0,1.0,0.5,0.3333,1.0,1
0.0,0.1915,0.434,0.2313,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.6667,1.0,0.6667,0.0,1
0.0,0.3191,0.6038,0.3284,0.0,1.0,0.0,1.0,0.6667,0.0,1.0,0.0,0.0,0.5,0.0,0.5,2
1.0,0.3617,0.2453,0.2164,1.0,0.0,0.5,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.3333,1.0,3
1.0,0.2128,0.6038,0.2761,0.0,0.0,0.5,0.6667,0.3333,0.0,1.0,0.0,0.3333,0.5,0.3333,0.0,1
0.0,0.5319,0.6415,0.3806,0.0,0.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,3
0.0,0.1702,0.3774,0.1716,0.0,1.0,0.5,1.0,0.6667,0.0,0.5,0.0,0.6667,0.0,0.3333,1.0,1
1.0,0.1489,0.0943,0.194,1.0,0.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.6667,1.0,0.3333,1.0,3
1.0,0.1702,0.2075,0.0746,0.0,1.0,0.5,0.6667,0.3333,0.0,0.0,1.0,0.6667,0.0,0.0,0.0,1
1.0,0.1489,0.283,0.0672,0.0,1.0,0.5,0.6667,0.3333,0.0,0.0,0.0,0.3333,0.0,0.3333,1.0,1
0.0,0.1915,0.3774,0.209,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.5,0.3333,1.0,1
1.0,0.1489,0.566,0.3657,1.0,1.0,0.5,0.6667,0.3333,0.0,1.0,0.0,1.0,0.0,0.3333,1.0,3
1.0,0.1489,0.4151,0.2687,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,2
0.0,0.1915,0.434,0.1567,0.0,0.0,0.5,1.0,0.6667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
1.0,0.1489,0.3962,0.1866,1.0,1.0,0.0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.1489,0.3962,0.1716,1.0,1.0,0.5,0.6667,0.3333,1.0,0.5,0.0,0.3333,0.5,0.6667,1.0,1
0.0,0.1489,0.6792,0.306,0.0,0.0,0.0,0.6667,0.0,0.0,0.5,0.0,0.6667,0.0,0.0,1.0,1
1.0,0.1489,0.1509,0.194,1.0,0.0,0.5,0.6667,0.3333,0.0,0.0,0.0,0.0,0.5,0.0,1.0,3
0.0,0.1489,0.6981,0.2463,1.0,1.0,0.0,0.6667,0.6667,0.0,1.0,0.0,0.6667,0.0,0.3333,1.0,1
0.0,0.1489,0.566,0.2463,1.0,1.0,0.0,0.6667,0.6667,0.0,1.0,0.0,0.6667,0.0,0.3333,1.0,1
1.0,0.1277,0.3962,0.1567,1.0,0.0,1.0,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,0.0,1
1.0,0.1489,0.1887,0.0821,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,1
1.0,0.1489,0.3019,0.1157,1.0,1.0,1.0,0.6667,0.3333,0.0,1.0,0.0,0.0,0.5,0.3333,0.0,1
1.0,0.1277,0.0943,0.0373,0.0,1.0,0.5,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.75,1
1.0,0.1915,0.3585,0.097,0.0,1.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.6667,1.0,0.0,1.0,1
1.0,0.1915,0.3396,0.1194,1.0,0.0,1.0,0.6667,0.0,0.0,0.5,1.0,0.6667,0.5,0.0,1.0,1
1.0,0.1702,0.283,0.1194,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6667,0.0,0.0,1.0,1
0.0,0.1915,0.434,0.1716,0.0,0.0,0.5,1.0,0.6667,0.0,0.5,0.0,0.0,0.0,0.3333,0.75,1
0.0,0.1702,0.4717,0.2313,1.0,1.0,0.5,0.6667,0.3333,0.0,0.0,0.0,0.0,0.5,0.3333,0.75,1
0.0,0.1489,0.3585,0.194,1.0,0.0,0.5,0.6667,0.3333,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1
1.0,0.0638,0.3774,0.209,1.0,1.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.3333,0.5,0.0,0.0,1
0.0,0.1277,0.5849,0.1194,1.0,1.0,0.5,1.0,0.3333,0.0,1.0,0.0,0.6667,1.0,0.0,1.0,0
1.0,0.1489,0.1887,0.0746,1.0,1.0,0.5,0.6667,0.3333,0.0,1.0,0.0,1.0,0.5,0.3333,1.0,1
0.0,0.1277,0.3774,0.1418,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,1.0,0.5,0.3333,1.0,1
0.0,0.1702,0.4151,0.1716,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,1
0.0,0.1702,0.434,0.1194,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,1.0,0.3333,0.75,1
1.0,0.1489,0.3962,0.1343,1.0,1.0,0.5,0.6667,0.6667,0.0,0.0,0.0,0.3333,0.5,0.0,1.0,1
1.0,0.1489,0.3208,0.2239,1.0,1.0,0.0,0.6667,0.6667,0.0,0.5,0.0,0.0,0.5,0.0,1.0,2
0.0,0.1915,0.6604,0.3806,1.0,1.0,0.0,0.6667,1.0,0.0,0.5,0.0,0.0,1.0,0.6667,1.0,3
0.0,0.1915,0.3774,0.4179,1.0,1.0,0.5,0.6667,1.0,0.0,0.5,0.0,0.0,0.5,0.6667,0.75,4
0.0,0.3404,0.5849,0.5448,1.0,1.0,0.0,0.6667,0.0,1.0,0.5,1.0,0.0,0.0,0.6667,0.75,5
0.0,0.1915,0.6604,0.1567,1.0,0.0,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,0.5,0.3333,1.0,1
1.0,0.1915,0.3774,0.306,1.0,1.0,0.5,0.6667,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,3
1.0,0.1702,0.4151,0.0821,1.0,0.0,1.0,0.6667,0.0,0.0,1.0,1.0,0.6667,0.5,0.3333,1.0,0
1.0,0.2128,0.3774,0.1567,1.0,0.0,0.5,0.6667,0.3333,0.0,1.0,1.0,0.3333,0.0,0.0,1.0,1
0.0,0.1064,0.7547,0.194,1.0,0.0,0.5,0.6667,0.3333,0.0,1.0,0.0,0.6667,0.5,0.3333,0.25,1
0.0,0.2128,0.4717,0.3433,1.0,1.0,0.5,0.6667,0.6667,0.0,1.0,0.0,0.0,0.5,0.6667,1.0,3
1.0,0.1915,0.3396,0.0448,1.0,0.0,1.0,0.6667,0.3333,0.0,1.0,1.0,0.6667,0.0,0.0,1.0,0
1.0,0.2128,0.283,0.0448,1.0,0.0,0.5,0.6667,0.0,0.0,0.5,0.0,0.3333,0.0,0.0,1.0,0
1.0,0.2128,0.4717,0.306,1.0,1.0,0.5,0.6667,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,0.1915,0.3774,0.3806,1.0,1.0,0.5,0.6667,0.3333,0.0,1.0,0.0,0.0,0.5,0.0,1.0,4
0.0,0.1915,0.3774,0.1567,1.0,0.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,1
1.0,0.1064,0.3396,0.1418,0.0,0.0,1.0,0.6667,0.3333,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1
0.0,0.3404,0.6604,0.3881,1.0,1.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,3
0.0,0.1915,0.4151,0.347,1.0,1.0,0.5,0.6667,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,4
1.0,0.1064,0.283,0.0448,0.0,0.0,1.0,0.6667,0.0,0.0,1.0,1.0,0.6667,0.0,0.0,0.0,0
0.0,0.234,0.4717,0.3284,1.0,1.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.0,0.5,0.3333,1.0,3
0.0,0.1915,0.3774,0.1455,1.0,0.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1
0.0,0.1489,0.7547,0.3284,1.0,1.0,0.5,0.0,0.6667,0.0,1.0,0.0,0.3333,0.0,0.0,1.0,1
0.0,0.1064,0.6981,0.3582,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2
1.0,0.1702,0.3774,0.194,1.0,1.0,0.5,0.6667,0.6667,0.0,0.5,1.0,0.3333,0.0,0.0,0.75,1
1.0,0.3191,0.4717,0.291,1.0,1.0,1.0,0.6667,0.3333,0.0,0.0,0.0,0.6667,0.5,0.6667,0.75,3
1.0,0.234,0.3396,0.403,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6667,0.0,0.0,1.0,5
1.0,0.1277,0.3019,0.1866,1.0,0.0,1.0,0.6667,1.0,0.0,0.5,1.0,0.0,0.5,0.6667,1.0,1
0.0,0.8723,0.6226,0.3358,1.0,0.0,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,0.0,0.6667,0.0,2
1.0,0.1277,0.283,0.1343,0.0,0.0,1.0,0.6667,1.0,0.0,0.5,0.0,0.3333,0.0,0.0,0.0,1
1.0,0.2128,0.283,0.0672,0.0,1.0,1.0,0.6667,0.3333,0.0,0.5,0.0,0.6667,0.0,0.0,1.0,1
0.0,0.2553,0.4717,0.2313,1.0,0.0,1.0,0.0,0.6667,0.0,0.5,0.0,0.6667,0.0,0.6667,1.0,1
1.0,0.1915,0.3962,0.1567,1.0,0.0,0.5,0.6667,0.3333,0.0,0.5,0.0,1.0,0.0,0.3333,1.0,1
1.0,0.1489,0.1321,0.0224,0.0,0.0,1.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,1.0,0
1.0,0.1489,0.1321,0.0224,0.0,0.0,1.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,1.0,0
0.0,0.1915,0.5094,0.2313,0.0,0.0,0.5,0.6667,0.3333,0.0,0.5,0.0,1.0,0.5,0.6667,1.0,1
1.0,0.1489,0.4528,0.1791,0.0,1.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,1.0,1
0.0,0.1702,0.4717,0.2045,1.0,0.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1
1.0,0.1489,0.1887,0.1343,0.0,1.0,0.5,1.0,0.6667,0.0,0.5,1.0,0.6667,0.0,0.3333,0.75,1
1.0,0.1702,0.3774,0.1418,1.0,1.0,1.0,1.0,0.6667,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,1
1.0,0.5106,0.2075,0.306,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.0,0.3333,0.75,4
1.0,0.234,0.2264,0.1194,0.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.6667,0.0,0.3333,1.0,1
1.0,0.234,0.2264,0.1194,0.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.6667,0.0,0.3333,1.0,1
0.0,0.1702,0.8113,0.3806,1.0,1.0,0.5,0.6667,1.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.75,2
0.0,0.1702,0.566,0.4179,1.0,0.0,0.5,0.6667,0.3333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4
1.0,0.1489,0.3774,0.3657,1.0,1.0,1.0,0.0,0.3333,0.0,1.0,0.0,0.6667,0.5,0.0,1.0,4
0.0,0.1489,0.566,0.2687,1.0,1.0,1.0,0.6667,0.3333,0.0,0.5,0.0,0.0,0.5,0.3333,1.0,1
1.0,0.1702,0.2453,0.1418,1.0,1.0,0.5,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0851,0.2075,0.0896,1.0,1.0,0.5,1.0,0.6667,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,1
1.0,0.1702,0.0943,0.0746,1.0,0.0,0.5,0.0,0.3333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1
1.0,0.1064,0.3019,0.1716,1.0,1.0,1.0,0.0,0.6667,0.0,0.5,0.0,0.3333,0.0,0.6667,1.0,1
1.0,0.0638,0.566,0.1343,1.0,1.0,1.0,0.6667,0.6667,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1
1.0,0.0213,0.3774,0.3507,1.0,1.0,1.0,0.6667,0.3333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4
1.0,0.0638,0.4717,0.3433,1.0,0.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.3333,0.5,0.0,1.0,3
0.0,0.1915,0.3208,0.1045,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.5,0.3333,1.0,1
1.0,0.1064,0.3396,0.2761,1.0,0.0,1.0,0.6667,0.6667,1.0,1.0,0.0,0.6667,0.5,0.3333,0.75,3
1.0,0.1915,0.4151,0.2687,1.0,1.0,0.5,0.6667,0.6667,1.0,0.5,0.0,0.0,1.0,0.0,0.0,2
0.0,0.1915,0.7925,0.4179,1.0,1.0,0.0,0.6667,0.6667,0.0,0.5,0.0,0.0,1.0,0.6667,1.0,3
0.0,0.1489,0.566,0.0821,1.0,0.0,1.0,1.0,0.6667,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0
0.0,0.2128,0.3962,0.209,1.0,1.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.3333,0.0,0.0,1.0,1
0.0,0.1915,0.5849,0.3806,0.0,1.0,1.0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
0.0,0.0851,0.566,0.306,1.0,1.0,0.5,0.6667,1.0,0.0,0.5,0.0,0.0,0.0,0.6667,1.0,2
0.0,0.1064,0.4151,0.2164,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,1
1.0,0.1064,0.3774,0.1642,0.0,1.0,1.0,0.0,0.3333,0.0,1.0,1.0,0.3333,0.0,0.3333,1.0,1
0.0,0.1277,0.5094,0.2313,1.0,1.0,1.0,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,1.0,1
0.0,0.2766,0.4717,0.291,0.0,1.0,1.0,0.6667,0.3333,0.0,1.0,0.0,0.3333,0.5,0.6667,1.0,3
1.0,0.1277,0.2453,0.1045,1.0,1.0,0.5,1.0,0.6667,0.0,0.5,0.0,0.3333,0.5,0.0,1.0,1
0.0,0.1915,0.3208,0.1418,0.0,0.0,0.5,0.6667,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,1
1.0,0.1064,0.3774,0.1269,1.0,1.0,1.0,0.6667,0.6667,1.0,1.0,1.0,0.3333,1.0,0.6667,1.0,1
1.0,1.0,0.3774,0.2015,0.0,1.0,1.0,0.6667,1.0,0.0,0.5,0.0,0.3333,0.5,0.6667,1.0,1
0.0,0.3404,0.6038,0.5224,1.0,1.0,1.0,0.6667,0.3333,0.0,0.0,0.0,0.6667,0.0,0.3333,0.75,4
0.0,0.2128,0.4717,0.2687,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,0.75,2
0.0,0.234,0.6415,0.2463,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.5,0.3333,1.0,1
0.0,0.6383,0.283,0.306,1.0,0.0,0.5,0.6667,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,0.5,4
0.0,0.3617,0.5849,0.2687,1.0,0.0,1.0,0.6667,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.25,1
0.0,0.234,0.4717,0.2164,0.0,1.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1
0.0,0.1915,0.8302,0.194,1.0,1.0,1.0,0.6667,0.6667,0.0,1.0,0.0,0.3333,0.5,0.3333,1.0,0
0.0,0.234,0.7925,0.2015,0.0,1.0,1.0,0.6667,1.0,0.0,0.5,0.0,0.6667,0.0,0.6667,1.0,1
0.0,0.1915,0.5472,0.4067,0.0,1.0,0.5,0.6667,0.6667,1.0,0.0,0.0,0.3333,0.5,0.6667,0.75,4
1.0,0.4255,0.434,0.2687,0.0,1.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.75,2
0.0,0.1702,0.3019,0.209,1.0,0.0,0.5,1.0,0.3333,0.0,1.0,1.0,0.6667,1.0,0.3333,1.0,2
0.0,0.1489,0.3208,0.2313,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.3333,1.0,2
1.0,0.2128,0.2075,0.0896,0.0,0.0,1.0,0.6667,0.6667,0.0,0.5,0.0,0.6667,1.0,0.6667,1.0,1
1.0,0.4681,0.3396,0.306,1.0,0.0,1.0,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.75,4
1.0,0.2766,0.283,0.1642,0.0,1.0,1.0,0.6667,1.0,0.0,0.5,0.0,0.0,0.0,0.3333,0.75,1
1.0,0.383,0.4151,0.3806,1.0,1.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.6667,0.0,0.3333,0.75,4
0.0,0.234,0.6226,0.291,1.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.6667,0.5,0.3333,1.0,1
1.0,0.3404,0.3208,0.1493,1.0,1.0,1.0,0.6667,0.3333,0.0,0.5,0.0,0.6667,0.0,0.3333,0.75,1
1.0,0.5106,0.0943,0.1567,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.3333,0.75,2
0.0,0.4255,0.4528,0.3358,1.0,0.0,0.5,0.6667,0.3333,0.0,1.0,0.0,0.6667,0.0,0.0,0.75,3
0.0,0.1702,0.5472,0.4104,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,4
1.0,0.3617,0.434,0.1791,1.0,1.0,1.0,0.0,0.6667,0.0,0.5,0.0,0.3333,0.5,0.3333,0.75,1
1.0,0.4468,0.1509,0.0448,1.0,0.0,1.0,0.6667,0.6667,0.0,0.0,0.0,0.0,0.5,0.0,0.75,1
0.0,0.1489,0.4151,0.1567,1.0,1.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.6667,0.5,0.3333,1.0,1
1.0,0.5532,0.1887,0.1716,1.0,0.0,1.0,0.6667,0.3333,0.0,1.0,0.0,0.0,0.0,0.3333,0.75,2
0.0,0.2766,0.3585,0.291,1.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,0.6667,0.75,3
0.0,0.1277,0.717,0.2463,1.0,0.0,1.0,0.6667,0.3333,1.0,0.0,0.0,0.6667,0.5,0.3333,1.0,1
0.0,0.8723,0.3774,0.306,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.0,0.75,3
1.0,0.1489,0.3396,0.1567,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,0.0,0.6667,0.0,0.3333,1.0,1
0.0,0.234,0.8302,0.2687,0.0,0.0,1.0,0.6667,0.6667,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1
0.0,0.4468,0.6038,0.3433,1.0,0.0,1.0,0.6667,0.6667,0.0,1.0,0.0,0.6667,0.5,0.3333,0.75,3
0.0,0.3404,0.8868,0.6791,1.0,0.0,0.5,0.6667,0.3333,1.0,0.0,0.0,0.3333,0.0,0.3333,1.0,5
1.0,0.3191,0.5472,0.2463,1.0,0.0,1.0,0.6667,1.0,0.0,0.5,0.0,0.0,0.0,0.3333,0.75,1
0.0,0.1277,0.3774,0.306,1.0,0.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,1.0,0.0,0.0,3
1.0,0.1702,0.5283,0.2985,1.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,2
1.0,0.6596,0.3396,0.2836,1.0,1.0,0.5,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3
0.0,0.1702,0.5094,0.3209,0.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.6667,0.5,0.3333,1.0,3
0.0,0.0851,0.283,0.1418,1.0,1.0,0.5,0.6667,0.6667,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,1
1.0,0.1915,0.3774,0.1493,0.0,0.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.3333,1.0,0.3333,1.0,1
0.0,0.0851,0.5472,0.1866,0.0,0.0,1.0,0.6667,0.3333,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1
0.0,0.1489,0.3208,0.2313,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.3333,1.0,2
1.0,0.5106,0.3585,0.1552,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.6667,0.0,0.0,1.0,1
1.0,0.0851,0.2264,0.0672,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,1
0.0,0.1702,0.7358,0.3358,1.0,1.0,1.0,0.6667,0.6667,0.0,0.5,1.0,1.0,0.0,0.3333,1.0,1
0.0,0.2553,0.8679,0.3358,1.0,1.0,1.0,0.6667,0.6667,1.0,0.5,0.0,0.6667,1.0,0.6667,1.0,1
0.0,0.1489,0.3208,0.2313,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.3333,1.0,2
1.0,0.0851,0.2453,0.0672,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.0,1.0,1
1.0,0.1915,0.434,0.209,1.0,1.0,0.5,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,1.0,1
1.0,0.1702,0.434,0.097,0.0,1.0,1.0,0.6667,0.6667,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0
1.0,0.1915,0.0566,0.1567,1.0,1.0,0.5,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.3333,1.0,3
0.0,0.1489,0.3208,0.2313,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.3333,1.0,2
1.0,0.3617,0.3208,0.2164,0.0,0.0,1.0,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,0.75,2
0.0,0.5319,0.6226,0.4254,1.0,0.0,0.5,0.6667,0.3333,0.0,1.0,0.0,0.3333,0.0,0.6667,0.75,4
0.0,0.234,0.6226,0.4403,1.0,0.0,0.5,0.6667,0.3333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4
0.0,0.4468,0.6226,0.4925,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.6667,0.75,4
1.0,0.4043,0.3396,0.1716,1.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.5,0.0,1.0,1
0.0,0.1277,0.283,0.1269,0.0,1.0,0.5,0.6667,0.3333,0.0,0.5,0.0,0.3333,0.0,0.3333,1.0,1
0.0,0.2553,0.566,0.306,1.0,1.0,1.0,0.0,0.6667,1.0,0.5,1.0,0.6667,0.0,0.3333,1.0,2
0.0,0.1277,0.717,0.3433,1.0,0.0,1.0,0.6667,0.3333,0.0,1.0,1.0,1.0,0.0,0.3333,0.75,2
