Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
0,23,1.72,82,1,1,2,1,1,0,1,0,1,1,1,4,3
1,21,1.72,66.5,1,1,3,4,3,0,3,0,0,2,0,4,1
1,22,1.61,63,1,1,3,3,2,0,3,0,1,0,0,4,1
1,23,1.63,82,1,1,2,1,1,0,2,0,0,0,0,4,4
0,25,1.83,121,1,0,3,3,1,0,3,0,2,0,1,0,5
1,20,1.6,50,0,1,2,3,1,0,1,0,0,1,0,3,1
1,24,1.62,58,0,1,3,3,1,0,2,0,1,1,1,4,1
1,40,1.68,80,0,0,3,3,1,0,3,0,0,0,0,3,3
0,32,1.75,120,1,0,3,3,1,0,3,0,0,2,0,3,5
0,20,1.9,91,1,1,3,4,1,0,3,0,2,0,1,0,2
1,21,1.63,66,1,1,3,1,1,1,3,0,0,0,1,4,1
1,51,1.59,50,1,0,3,3,1,1,3,1,2,0,0,4,1
1,34,1.68,77,1,0,3,1,1,0,2,0,1,0,1,3,3
1,19,1.59,49,1,1,2,1,0,0,2,0,2,0,0,4,1
1,19,1.69,70,1,0,2,1,0,0,2,0,2,0,0,4,1
1,21,1.66,59,0,1,1,3,3,0,2,1,3,0,0,3,1
1,19,1.64,53,1,1,3,3,1,0,1,0,1,1,0,4,1
1,20,1.62,53,0,1,3,1,1,0,3,0,1,1,0,4,1
1,19,1.7,64,1,1,3,3,0,0,3,1,3,1,0,4,1
1,17,1.63,65,0,1,2,1,1,0,3,0,1,1,0,4,1
0,22,1.6,66,0,1,3,3,1,0,2,0,3,0,0,1,2
1,20,1.63,64,1,1,1,3,3,0,2,0,0,2,0,3,1
0,33,1.85,99,1,1,2,3,1,1,3,0,1,0,1,3,3
1,21,1.54,49,1,0,2,1,1,0,2,1,2,0,1,4,1
1,20,1.64,49,0,0,3,3,1,1,2,0,2,1,1,3,0
1,20,1.57,60,0,1,3,3,1,0,3,0,0,1,1,4,1
1,20,1.62,52,0,1,3,3,2,0,1,0,3,1,0,3,1
0,21,1.72,72,1,1,3,3,3,0,3,1,3,0,1,3,1
0,21,1.76,78,1,1,3,1,1,0,2,0,3,0,1,0,2
1,20,1.65,75,1,1,3,1,1,0,2,0,1,1,0,4,3
0,20,1.67,78,1,0,2,1,1,0,3,0,0,0,2,3,3
0,56,1.79,90,1,0,2,3,1,1,2,0,1,0,2,3,3
1,26,1.59,47,1,1,2,1,1,0,2,0,0,2,1,4,1
1,22,1.64,56,1,0,3,3,1,0,2,0,0,0,0,4,1
0,19,1.78,81,1,0,1,3,1,0,2,0,3,0,0,1,2
0,18,1.75,85,1,0,2,3,1,0,3,0,1,0,1,4,3
0,19,1.85,115,0,0,2,3,1,0,3,1,1,2,0,4,4
0,18,1.7,80,0,0,3,1,1,0,1,0,1,0,0,4,3
1,18,1.67,91,1,1,1,3,2,0,1,0,0,1,1,4,4
0,21,1.72,75,0,1,2,3,1,0,1,0,1,0,0,4,2
1,28,1.7,73,1,0,2,3,2,0,2,1,2,0,1,0,2
0,18,1.74,70,0,1,2,3,1,0,2,0,1,1,1,4,1
0,23,1.74,53,0,1,2,3,2,0,1,0,3,2,0,4,0
0,18,1.87,67,1,1,3,3,2,0,3,1,1,1,1,3,1
0,18,1.7,50,0,1,1,3,2,0,1,0,2,1,1,4,0
1,39,1.65,50,0,1,3,4,2,0,2,0,0,0,1,4,0
0,38,1.7,78,0,1,3,3,2,0,2,0,0,0,2,3,3
0,17,1.67,60,0,0,2,4,3,0,2,0,0,2,0,4,1
0,23,1.72,66,1,1,2,3,1,0,2,0,0,1,1,0,1
0,23,1.82,107,0,1,2,3,1,0,3,0,0,1,1,4,4
1,19,1.5,50,0,1,2,3,2,0,1,0,0,2,1,4,1
0,18,1.7,60,0,1,2,3,1,0,2,0,2,1,0,4,1
0,25,1.71,71,1,1,2,3,2,0,2,0,0,0,1,2,1
1,25,1.61,61,0,0,2,3,1,0,1,0,2,1,1,4,1
1,18,1.5,50,1,1,3,3,2,0,2,0,0,1,1,4,1
0,16,1.67,50,1,1,2,1,2,0,3,0,1,0,0,4,0
0,21,1.82,67,0,1,2,4,3,1,3,0,3,2,1,0,1
1,32,1.57,57,1,1,3,3,1,0,2,0,0,0,1,3,1
0,18,1.79,52,0,0,3,3,1,0,2,0,1,1,1,4,0
0,21,1.75,62,0,1,3,4,2,1,2,0,0,0,1,4,1
0,18,1.7,55,1,1,2,3,2,0,2,0,0,0,1,4,1
1,18,1.62,55,1,1,2,3,2,0,1,0,1,1,0,4,1
0,17,1.69,60,0,0,2,3,1,0,3,0,2,1,1,0,1
0,20,1.77,70,1,1,1,1,1,0,2,0,1,1,1,4,1
0,21,1.79,105,1,1,2,3,3,0,1,0,0,0,1,4,4
1,21,1.6,61,0,1,2,3,1,0,1,0,1,1,1,4,1
1,18,1.6,58,1,1,2,3,1,0,3,0,3,0,0,4,1
1,17,1.56,51,0,1,3,3,1,0,1,0,0,2,0,4,1
0,19,1.88,79,0,0,2,3,1,0,3,0,3,0,1,3,1
0,16,1.82,71,1,1,2,3,2,0,2,0,2,1,1,4,1
0,17,1.8,58,0,1,2,3,2,0,2,0,2,1,0,0,0
0,21,1.7,65,1,1,2,3,2,0,1,0,1,1,0,4,1
0,19,1.82,75,1,0,2,3,2,0,2,0,1,0,0,4,1
0,18,1.86,110,1,1,2,1,1,1,2,0,1,2,1,4,4
1,16,1.66,58,0,0,2,1,1,0,1,0,0,1,0,0,1
1,21,1.53,53,0,1,3,3,1,0,2,0,2,1,1,4,1
0,26,1.74,80,0,0,2,3,1,0,2,0,2,0,0,3,2
0,18,1.8,80,1,1,2,3,2,0,1,0,0,1,2,4,1
0,23,1.7,75,0,1,3,3,1,0,3,0,1,2,1,4,2
0,26,1.7,70,0,1,2,3,1,1,1,0,0,0,1,4,1
0,18,1.72,55,0,1,2,4,1,0,2,0,2,1,1,4,1
0,16,1.84,45,1,1,3,3,3,0,3,0,3,2,1,0,0
1,16,1.57,49,0,1,2,4,3,0,2,0,0,1,1,4,1
0,20,1.8,85,1,0,2,3,1,0,3,0,2,1,1,4,2
0,23,1.75,120,1,1,2,3,1,1,2,0,2,1,1,4,5
1,24,1.56,60,1,1,1,3,3,0,2,0,0,2,1,4,1
1,23,1.59,48,1,1,2,1,2,0,1,0,0,2,1,4,1
0,20,1.8,75,0,1,3,4,3,0,3,0,2,0,1,4,1
1,16,1.66,58,0,0,2,1,1,0,1,0,0,1,0,0,1
0,17,1.79,57,1,1,2,4,2,0,2,0,2,1,0,4,0
0,17,1.72,62,0,1,2,3,3,0,2,0,3,1,0,4,1
1,16,1.6,57,0,1,3,3,1,0,1,0,3,0,0,4,1
0,17,1.66,56,1,1,1,3,3,0,2,0,1,1,1,4,1
1,26,1.65,63,0,1,3,3,1,0,1,0,1,0,0,0,1
0,26,1.7,72,0,1,2,3,3,0,2,0,0,0,1,4,1
0,38,1.75,75,1,0,3,3,2,0,1,0,2,1,0,3,1
0,18,1.75,70,0,1,3,4,1,0,2,0,1,1,0,4,1
1,25,1.56,45,0,1,2,3,1,0,1,0,0,0,1,4,1
1,27,1.55,63,0,1,2,3,1,0,1,0,0,1,1,3,2
0,21,1.67,67,1,1,3,1,3,0,2,0,1,1,0,4,1
0,38,1.75,75,1,0,3,3,2,0,1,0,3,1,0,3,1
1,23,1.75,56,0,0,3,3,2,0,2,0,2,0,1,4,0
0,18,1.8,72,1,1,2,3,1,0,2,0,3,0,1,3,1
1,30,1.65,71,1,1,2,3,1,0,1,0,0,0,1,4,2
1,21,1.55,58,0,1,2,1,1,0,1,0,1,0,1,4,1
0,18,1.7,55.3,1,1,3,3,1,0,2,0,3,0,1,4,1
0,23,1.72,76,1,0,3,4,2,0,1,0,0,0,1,4,2
0,19,1.74,74,1,0,3,1,1,0,3,0,3,1,1,0,1
1,19,1.65,82,1,1,3,3,1,0,1,0,0,1,1,4,4
1,17,1.8,50,0,1,3,4,2,0,1,0,2,1,1,4,0
0,17,1.74,56,1,1,2,3,1,0,2,0,2,1,0,4,1
0,27,1.85,75,1,1,2,1,1,0,2,0,1,0,0,0,1
1,23,1.7,56,0,0,3,4,3,0,3,1,3,0,0,3,1
1,18,1.45,53,0,1,2,3,2,0,2,1,1,2,2,4,2
0,19,1.7,50,0,1,1,4,2,0,1,0,2,1,1,4,0
0,20,1.7,65,0,1,2,3,1,0,2,0,0,1,0,4,1
0,18,1.78,64.4,1,1,3,3,2,0,2,0,3,2,0,0,1
1,17,1.6,65,0,1,3,1,1,0,2,1,1,2,1,4,2
1,19,1.53,42,0,0,2,3,1,0,1,1,2,0,2,4,0
0,21,1.8,72,0,1,3,3,1,0,2,0,1,1,0,4,1
0,20,1.6,50,0,0,2,3,1,0,1,0,0,0,1,4,1
0,23,1.74,105,1,1,3,3,1,0,2,0,1,0,1,4,4
0,23,1.65,66,0,0,3,3,1,0,2,0,3,0,0,4,1
0,18,1.87,173,1,1,3,3,2,0,2,0,2,1,1,4,6
0,17,1.7,55,0,1,3,3,3,0,2,0,3,1,1,4,1
1,21,1.54,47,1,0,3,3,3,0,1,0,2,0,0,4,1
0,17,1.8,97,1,1,2,3,1,0,3,0,1,1,1,0,3
0,18,1.82,80,1,1,2,3,1,0,2,0,3,2,0,0,1
0,20,1.98,125,1,1,2,3,3,0,3,0,1,1,1,4,4
0,17,1.75,70,1,0,2,3,1,0,1,0,3,2,1,0,1
1,26,1.65,60,0,0,3,4,3,0,2,0,2,0,0,0,1
1,17,1.6,53,0,1,1,3,1,0,1,0,2,2,1,0,1
1,24,1.6,51,1,1,1,3,1,0,2,0,0,1,1,3,1
1,17,1.6,59,0,1,2,3,1,0,2,0,1,2,0,4,1
1,27,1.55,62,0,1,3,1,1,0,1,0,1,0,1,4,2
0,17,1.9,60,0,0,3,3,1,0,2,0,3,1,0,0,0
1,17,1.7,56,1,1,1,3,1,0,1,0,1,1,0,3,1
0,41,1.75,110,1,0,2,1,1,0,1,0,1,0,2,3,5
1,33,1.56,48,1,0,2,3,1,0,2,0,1,0,1,4,1
0,20,1.87,75,0,1,2,3,2,0,1,0,1,1,1,4,1
1,40,1.56,80,1,1,2,1,1,0,2,0,2,0,0,4,4
1,37,1.65,73,1,0,3,3,1,0,2,0,1,0,1,3,2
0,19,1.8,80,0,1,2,1,1,0,2,0,2,1,1,4,1
0,24,1.84,86,1,1,2,1,3,0,2,0,2,1,1,4,2
0,24,1.7,68,0,1,3,3,1,0,2,0,0,0,1,2,1
0,33,1.72,83,1,1,2,1,1,0,2,0,3,0,1,3,3
1,40,1.58,63,0,1,2,3,2,0,2,0,3,1,1,4,2
1,37,1.68,83,1,1,2,1,1,0,2,0,0,0,0,3,3
0,20,1.58,74,0,0,3,3,2,0,2,0,3,1,1,4,3
0,19,1.8,60,0,1,2,3,1,0,1,0,1,1,0,4,1
0,17,1.62,69,1,1,3,1,3,0,2,1,1,2,1,4,2
1,18,1.62,58,0,1,3,3,1,0,1,0,0,2,0,3,1
1,21,1.54,56,0,1,2,1,1,0,2,0,0,2,1,4,1
0,18,1.76,70,1,1,2,4,2,0,2,0,2,1,1,3,1
0,41,1.8,92,1,1,2,1,2,0,3,0,1,0,1,3,3
1,36,1.58,60,1,0,3,3,1,0,1,0,2,0,1,3,1
0,18,1.76,68,0,0,2,4,2,0,2,0,1,1,1,4,1
0,18,1.73,70,0,1,3,3,2,0,1,0,2,1,1,4,1
0,17,1.7,70,1,1,3,3,1,0,2,0,0,2,1,0,1
0,25,1.7,83,0,1,3,3,1,0,3,1,3,0,0,2,3
0,21,1.8,75,1,1,3,3,2,0,1,0,2,0,1,4,1
1,29,1.6,56,1,0,2,3,2,0,1,0,0,1,1,4,1
